creator,creator_profile_url,video_url,video_id,description,duration,views,likes,comments,ROAS,ad_spend,duration_seconds
nurse.laney,https://www.tiktok.com/@7319754155764532266,https://www.tiktok.com/@/video/7620621450365390110?_r=1,7620621450365389824,Medicube eye patch review. #medicubeeyepatch #pdrneyepatch #multibalm #volufiline #tiktokshopspringglowup ,40s,2000000,6310,172,4.47,11062.4,40
tat3778,https://www.tiktok.com/@7062206155491460143,https://www.tiktok.com/@/video/7616357280396741901?_r=1,7616357280396741632,#wrinkle #wrinkleprevention #lymphaticdrainage ,59s,240900,1299,149,4.49,542.09,59
lainanielsen,https://www.tiktok.com/@6766783384297882630,https://www.tiktok.com/@/video/7611545094235180318?_r=1,7611545094235180032,Waking quality lashes in less than 30 seconds 😍 @MaxFull US #maxfull #maxfulllashes #lashclusters #diylashextensions ,72s,967400,9733,41,4.26,507.82,72
unchapinyunagochita,https://www.tiktok.com/@7390929243106788398,https://www.tiktok.com/@/video/7621390908843478285?_r=1,7621390908843478016,Si sufres de poros dilatados puntos negros piel grasosa este jabón te va ayudar mucho trae ingredientes como la centella que ayuda a calmar hidratar y limpiar la piel #centella #skin1004  #tiktokshopfinds #skincareroutine #centellamadagascar ,35s,2100000,5622,49,4.92,2247.88,35
colorwow.hair,https://www.tiktok.com/@6735794023728677894,https://www.tiktok.com/@/video/7616503034671140109?_r=1,7616503034671139840,"Frizzy ➡️ glass hair transformation ✨ The reason Dream Coat sells every 4 seconds worldwide 🤩 This heat-activated, humidity-proof formula seals the cuticle with a weightless, waterproof shield—leaving hair silky, ultra-smooth, and mirror shiny 🙌 Just frizz-free, glassy hair that lasts!  @Giles Robinson #colorwow #colorwowdreamcoat #frizzyhairtips #frizzyhairhack #glasshair ",28s,23700,288,10,4.42,122.79,28
tntfindz,https://www.tiktok.com/@7337525522496455722,https://www.tiktok.com/@/video/7606079457266355470?_r=1,7606079457266355200,Dr groot out here saving everyone’s hair 😅 #drgroot #bretmanrock #hairtok #longhair #healthyhair ,58s,6400000,130300,164,4.12,12197.14,58
lizeth.ramirez23,https://www.tiktok.com/@6852152346434126853,https://www.tiktok.com/@/video/7619595519475715359?_r=1,7619595519475715072,Creams para corregir ojeras @Dr.Melaxin Official  #drmelaxin #eyecream #drmelaxineyecream #ojeras #eyecreamfordarkcircles ,21s,500400,2019,30,4.63,5290.06,21
lexirosenstein,https://www.tiktok.com/@6724465018496975877,https://www.tiktok.com/@/video/7621536559812087071?_r=1,7621536559812086784,NEW shades of the Laneige glaze craze! This black plum color is the perfect berry with cherry reflects. 90% Korean skincare! @laneige_us  #laneige #glazecraze #lipbalm #tiktokshopcreatorpicks #tiktokshopspringglowup ,64s,506300,6895,35,4.98,1071.7,64
herfabfindss,https://www.tiktok.com/@7077813364852278318,https://www.tiktok.com/@/video/7618420297561148702?_r=1,7618420297561148416,I HAVE TO SHARE MY LIQUID GOLD #hairremovaloil #cyperusrotundusoil #hairremoval ,101s,635300,2860,65,4.67,2194.01,101
karladi3d,https://www.tiktok.com/@6663603284676739077,https://www.tiktok.com/@/video/7621591168614239518?_r=1,7621591168614239232,Perfect salón blowout with @TYMO BEAUTY US  #tymobeauty #tymoairbrush ##tymosuperbrandday##tymosbd##blowoutbrush,47s,343900,7146,30,4.57,664.47,47
coco.syd,https://www.tiktok.com/@6679872986873250822,https://www.tiktok.com/@/video/7619444332466162975?_r=1,7619444332466162688,so worth it #drmelaxinskincare #drmelaxin #fyp #tiktokshop #tiktokshopcreatorpicks ,52s,382200,1048,11,4.06,2596.74,52
aliciablueyes6,https://www.tiktok.com/@7446636680353350702,https://www.tiktok.com/@/video/7607468843564354829?_r=1,7607468843564354560,"This Natural Lash Extension Kit from Cocoon Beauty is the DIY lash extension hack I wish I found sooner 👀 168 wispy clusters, bond + seal included, and it’s finally on flash sale… perfect for soft glam without the salon bill!! #C#CocoonBeautyt#tiktokmademebuyitl#lashextensionkitv#valentinesglamtiktokshopcreatorpicks",41s,694000,2737,34,4.35,1733.39,41
allyrooker,https://www.tiktok.com/@6814585834362455046,https://www.tiktok.com/@/video/7615384620439309599?_r=1,7615384620439309312,I never go truly bare nail but this is a bare nail look with strength and protection! @Manucurist Active Smooth - I think 2 coats looks best! #nailpolish #nails #barenails #manucurist,55s,138500,1247,35,4.49,277.53,55
yourdailydealdrops,https://www.tiktok.com/@7520764109212124190,https://www.tiktok.com/@/video/7622084357070556447?_r=1,7622084357070556160,Don’t waste your money on tattoos if you aren’t going to protect them from the sun. #tattooaftercare #tattooSPF #madrabbit #tattoocare​​​​​​​​​​​​​​​​ #Defend ,42s,260500,477,13,4.28,880.92,42
usingmyimaginason,https://www.tiktok.com/@6858749918728176645,https://www.tiktok.com/@/video/7604950873671748878?_r=1,7604950873671748608,#creatorsearchinsights #blushbronzer #softglammakeuplook #viralmakeupproducts #tiktokshopjumpstartsale ,44s,422800,2544,97,4.45,3289.62,44
themustachebarbie,https://www.tiktok.com/@6989012100946527237,https://www.tiktok.com/@/video/7610840347505167647?_r=1,7610840347505167360,My girl gone eat down with these #lashes ,98s,2000000,95800,189,5.05,2563.72,98
storieguinn,https://www.tiktok.com/@89659148971225088,https://www.tiktok.com/@/video/7617296777481293070?_r=1,7617296777481292800,,44s,1400000,14100,71,4.9,4365.36,44
laurenlaysitout,https://www.tiktok.com/@7527655715368993847,https://www.tiktok.com/@/video/7616406169816517902?_r=1,7616406169816517632,So mad I didn’t think of this sooner… #creatorsearchinsights #travelhacks #flighthacks #travelcontainer #momtravelhacks ,21s,419500,1047,12,4.68,711.44,21
meganalexis_xo,https://www.tiktok.com/@6818557522099454982,https://www.tiktok.com/@/video/7619376755161173262?_r=1,7619376755161172992,"the most perfect perfume for spring & summer, non toxic & on sale today 💓 #perfume #perfumetok #nontoxicperfume #NationalFragranceWeek  #TikTokShopSpringGlowUp",8s,470700,2077,50,4.28,4495.34,8
trishlovesskincare,https://www.tiktok.com/@7263915631538947115,https://www.tiktok.com/@/video/7622375540233751821?_r=1,7622375540233751552,Stop wasting money on filler & botox😱 This is your solution!💖✨ @medicube US Store  #medicube #koreanskincare #TikTokShopSpringGlowUp #TikTokShopCreatorPicks #Greenish ,38s,760100,893,11,4.91,6019.04,38
annekoii,https://www.tiktok.com/@6808234895842149381,https://www.tiktok.com/@/video/7620507803869809933?_r=1,7620507803869809664,@drleo.ph.store #drleoskincare ,64s,277100,3935,9,5.23,540.34,64
nicksiebecker,https://www.tiktok.com/@182107749290434560,https://www.tiktok.com/@/video/7618077783238970655?_r=1,7618077783238970368,One of the best copper peptides you can get in the market #peptide #ghkcu #copperpeptide #tiktokshopspringglowup #tiktokshopcreatorpicks  ,34s,160400,790,39,3.27,516.35,34
fragrance.tawk,https://www.tiktok.com/@7339183505101947946,https://www.tiktok.com/@/video/7607607077061610782?_r=1,7607607077061610496,Rayhaan For The WIN AGAIN!!  #OversprayJay #Fragrance #Fragrances #FragranceTok #SmellRichStayRich ,25s,309300,5583,59,4.66,1560.05,25
bulletproof.l0v3,https://www.tiktok.com/@7223209308875162670,https://www.tiktok.com/@/video/7616907249792945439?_r=1,7616907249792945152,buy the lashes plez  #lashes #tut #lashtutorial #alt #makeup ,117s,397200,24200,63,4.35,184.72,117
klocaff,https://www.tiktok.com/@6656561892499472390,https://www.tiktok.com/@/video/7622124420810673438?_r=1,7622124420810673152,💗💋 @SKINTIFIC US Store #lipserum #lipcare #lipgloss #drylips #tintedlipbalm ,9s,629000,11100,36,4.56,3356.22,9
shantemercedes,https://www.tiktok.com/@6991890395086439430,https://www.tiktok.com/@/video/7621824715505552671?_r=1,7621824715505552384,"I love all the pretty pastel colors 🌸🦋& with the cat eye 💫✨You’ll be looking like you just left the nail salon!💅🏽 Comes with 160 nails per set & they have all nail bed sizes to fit small, medium or large nail beds. @BTArtboxnailsofficial @BTArtboxnails #btartboxnails #pressonnails #diynailsathome #nailsathome #diynails ",71s,37700,563,7,4.57,99.77,71
therealsiahhh,https://www.tiktok.com/@6790832707742417925,https://www.tiktok.com/@/video/7621781306871008542?_r=1,7621781306871008256,Just buy it 😍😍 #fyp #trending ,44s,890800,10000,169,4.98,2420.44,44
shaniiimarie,https://www.tiktok.com/@6902058509434078214,https://www.tiktok.com/@/video/7620558356511493407?_r=1,7620558356511493120,"I’ve tried a lot of whitening products, and this is a really good one. #teeth #teethwhitening #toothpaste #whiteningtoothpaste #pro7 ",33s,5530,23,0,3.98,33.14,33
kseniasenn,https://www.tiktok.com/@15142047,https://www.tiktok.com/@/video/7611028070098603278?_r=1,7611028070098603008,What’s your favorite shade? 😍 @SACHEU Beauty US #lipstain #sacheulipstayn #tiktokshopcreatorpicks #tiktokshopstockup #tiktokshopjumpstartsale ,34s,4704,68,9,4.17,13.44,34
jodieping,https://www.tiktok.com/@6814253845666497541,https://www.tiktok.com/@/video/7616443380742114574?_r=1,7616443380742114304,IM IN LOVE WHAT 😭 @ColourPop Cosmetics #colourpop #makeup #tiktokshopspringglowup #tiktokshopcreatorpicks ,45s,702600,7244,38,4.6,3465.7,45
based,https://www.tiktok.com/@7153432386608251946,https://www.tiktok.com/@/video/7617563569898474765?_r=1,7617563569898474496,BASED Curl Cream is back in stock! #BASED #basedbodyworks,49s,1900000,10900,159,4.39,1204.13,49
paydenmcdonald,https://www.tiktok.com/@53673730488410112,https://www.tiktok.com/@/video/7616155137773440269?_r=1,7616155137773440000,All natural #based #hair #fyp ,22s,441200,2226,10,4.87,513.52,22
robloxsamees,https://www.tiktok.com/@7530517476339123213,https://www.tiktok.com/@/video/7611565504691555615?_r=1,7611565504691555328,sale ends today! get them while you still can #robloxrant #roblox #rant  #college #ycz,32s,1800000,7118,272,5.03,2110.84,32
mercirella1,https://www.tiktok.com/@7331557052965192746,https://www.tiktok.com/@/video/7605812957028666655?_r=1,7605812957028666368,This glue held my nails are strong like rock 🪨 my final review 💃🏻💃🏻💃🏻#pressonnails #nailglue #diynails #fyp ,45s,396500,6517,91,4.36,171.45,45
bbyglowkate,https://www.tiktok.com/@7572396965955879949,https://www.tiktok.com/@/video/7620761478676647199?_r=1,7620761478676646912,"You don’t have to’just deal with’back acne,this cleared mine in 2 weeks.💁🏻‍♀️#backacne #skincare #drleohonestreview #limitedtimeoffer #acnetreatment ",11s,4800000,33800,93,4.99,5667.47,11
thecherishroom,https://www.tiktok.com/@7254700906968990763,https://www.tiktok.com/@/video/7619029200309112094?_r=1,7619029200309111808,Replying to @Reflect Co Salon I hope this method is helpful! Please let me know if you try it! is there anything you would add please share in the comments #athomelashextensions #lashcluster #brownlashes #plume #kisslilylashes @Kisslily ,165s,20500,562,41,4.1,46.63,165
natiscart,https://www.tiktok.com/@6865455528727708677,https://www.tiktok.com/@/video/7615667433872854302?_r=1,7615667433872854016,How to look glossy not greasy,41s,388400,2663,43,4.76,4400.77,41
glamwithavabella,https://www.tiktok.com/@7076265555191252010,https://www.tiktok.com/@/video/7618855199301537038?_r=1,7618855199301536768,,40s,344700,2554,7,4.6,1113.43,40
goldenmoose11,https://www.tiktok.com/@7124328204123784238,https://www.tiktok.com/@/video/7604922391407365390?_r=1,7604922391407365120,Now I understand why everyone is talking about this pen #microblading #eyebrows #makeup #beauty #fypシ゚viral @iMethod Store ,33s,72800,127,22,4.24,299.75,33
charisvaldez,https://www.tiktok.com/@7306688025093309471,https://www.tiktok.com/@/video/7621634866865589518?_r=1,7621634866865589248,"Wavytalk Blowout Boost VIP Volume Festival Bundle, Thermal Brush 1.5 inch for Blowout Look, Tourmaline Ceramic Negative Ion Technology, 5 Temperature Settings Dual Voltage@@wavytalkofficial##tiktokshopcreatorpicks##tiktokshopstockup##tiktokshopspringglowp",76s,2600000,15300,588,4.57,5601.4,76
sophiekimmaii,https://www.tiktok.com/@7053906833769972782,https://www.tiktok.com/@/video/7616501601062178078?_r=1,7616501601062177792,#dralthea #dralthea345cream #acne #koreanskincare #tiktokshopspringglowup @Dr.Althea US ,8s,528000,2472,8,4.59,2653.97,8
syljy068,https://www.tiktok.com/@7550038551417635854,https://www.tiktok.com/@/video/7621102799312538894?_r=1,7621102799312538624,"12 liners, endless looks. Your lips’ new BFF.#tiktokshop #fyp #makeuptutorials #makeuphacks #beauty ",37s,320100,703,8,4.34,534.83,37
victoriaxsanabria,https://www.tiktok.com/@7371668390665274410,https://www.tiktok.com/@/video/7617606849918979342?_r=1,7617606849918979072,Medicube PDRN Pink Caffeine Collagen Eye Patches 🌺💗✨💕 #agingskincare #medicubeeyepatch #pdrneyecream #medicubereview #tiktokshopspringglowup ,45s,4400000,10400,153,5.04,10495.55,45
lizzmi45,https://www.tiktok.com/@6755878335014028293,https://www.tiktok.com/@/video/7618277944808590623?_r=1,7618277944808590336,These lifter gel glosses are so juicy and delicious! @Maybelline NY #maybellinepartner #maybelline #tiktokshopcreatorpicks #refreshedlook ,54s,81500,1146,15,4.29,81.55,54
junojiuliano,https://www.tiktok.com/@7409002871811261486,https://www.tiktok.com/@/video/7607295010794474765?_r=1,7607295010794474496,This cologne smell so good 🔥🔥,34s,233700,1548,16,4.31,1483.94,34
madambaniza,https://www.tiktok.com/@7334107315086066734,https://www.tiktok.com/@/video/7610271937494912270?_r=1,7610271937494912000,Débarrasse toi des aisselles noires avec le déodorant ROLL-ON💞💞 Aide à contrôler les odeurs corporelles🥰🥰🥰 Aluminium Free🎉 #deodorant #deodorantviral #underarmcare #odorremoval #tiktokshop ,40s,30600,88,7,4.73,36.66,40
pytt.bree,https://www.tiktok.com/@69369510272577536,https://www.tiktok.com/@/video/7616839025491561758?_r=1,7616839025491561472,#fyp #lipbrightening #tiktokshop #trending ,24s,329900,4019,24,4.65,735.78,24
zouavang95,https://www.tiktok.com/@7088015533355336746,https://www.tiktok.com/@/video/7611357341287451917?_r=1,7611357341287451648,"Pab plaub hau tuaj txhob hle ntawm 1-4 weeks!!! Wow, Korea lub no mas zoo thiab siv yooj yim tshaj li! #hairgrowth #preventhairloss #cleandandruff #coolscalp #easytouse ",89s,152800,492,47,4.95,500.22,89
wellnessbenefitsonly,https://www.tiktok.com/@7403407263502271534,https://www.tiktok.com/@/video/7620211515655736606?_r=1,7620211515655736320,#hairgrowth #hair #hairgrowthjourney #hairgrowthtips ,44s,731700,3358,21,4.24,6783.01,44
amberrichstudio,https://www.tiktok.com/@6763054093529596933,https://www.tiktok.com/@/video/7621304743322815758?_r=1,7621304743322815488,"This 48-piece triangle powder puff set is a practical upgrade for anyone serious about clean, precise makeup application. The triangle shape allows you to reach under-eyes, nose creases, and detailed areas with control, while the flat side presses powder evenly across the face for a smooth, airbrushed finish. The velvet texture helps distribute product without excessive absorption, so you get better results using less product. Ideal for everyday users, content creators, and makeup artists who want consistency, hygiene, and efficiency in their routine. With multiple puffs in one set, you can rotate regularly and maintain clean tools without constantly repurchasing. This is a smart, professional-level solution for achieving a polished look without overspending. #makeuptools #beautyessentials #MakeupRoutine #undereyesetting #professionalmakeup triangle powder puff for under eyes, velvet makeup puff for loose powder, soft triangle setting powder applicator, makeup puff for baking concealer, powder puff with finger strap control, precision under eye powder tool, washable reusable face powder puff",40s,20400,86,4,4.27,34.76,40
mariajoseglow,https://www.tiktok.com/@7571664130164851725,https://www.tiktok.com/@/video/7610115406233128205?_r=1,7610115406233127936,Todo está en estos ingredientes súper poderosos! Y claro la constancia !! Gracias #drmelaxin por mis resultados y mi nueva piel. Esta es mi experiencia personal. Los resultados pueden cambiar y no es un consejo médico. ,136s,3400000,23300,475,4.6,9998.55,136
