creator,creator_profile_url,video_url,video_id,description,duration,views,likes,comments,ROAS,ad_spend,duration_seconds
lupeserranoo,https://www.tiktok.com/@6805691692532892678,https://www.tiktok.com/@/video/7612712201127742750?_r=1,7612712201127742464,Testing TTS viral mini wax pot as a BEGINNER/ FIRST TIME using hot wax 🥹 @Tress Wellness @Tress Wellness  🛒linked in the orange cart if you want to get a Mini before committing to a big wax pot.  #miniwaxpot #miniwax #viralttshopproducts #waxathome #waxingkit,73s,87100,524,6,4.86,170.53,73
allie_momlife,https://www.tiktok.com/@7069013719481074731,https://www.tiktok.com/@/video/7607246042626526478?_r=1,7607246042626526208,Don’t blame your tattoo artist just make sure you’re using a balm like this one by @Mad Rabbit that isn’t drawing ink from your tattoo ,47s,861700,2723,34,4.34,3023.3,47
janay_ttsbestie,https://www.tiktok.com/@6894326412229100549,https://www.tiktok.com/@/video/7607809226232040735?_r=1,7607809226232040448,If you’ve ever spent 2 hours on a silk press just to wake up looking like you fought humidity… this is the trick hairstylists actually use. The net keeps your curls in place while the satin wrap locks in moisture and prevents frizz. I stopped re-flat ironing every morning after this. I linked it because mine keeps selling out. #S#SilkPressRoutineH#HairTokFindsN#NighttimeHairCareP#ProtectiveStylingTikTokShopBeauty ,97s,615800,8083,126,4.08,1600.73,97
southernmompreneur,https://www.tiktok.com/@7160782804195640366,https://www.tiktok.com/@/video/7605642690637630733?_r=1,7605642690637630464,@medicube US Store  unless you want your skin to look as ancient as your skincare routine it’s time to upgrade #kbeauty #medicube #antiaging #koreanskincare ,94s,5000000,49200,318,4.67,47594.69,94
_keepingupwithmeee_,https://www.tiktok.com/@5121078,https://www.tiktok.com/@/video/7608657437977021726?_r=1,7608657437977021440,✨ ANY TYPE OF SKIN DISCOLORATION…. A R E A L GEM 💎 IN YOUR SKIN CARE ROUTINE 😍 @COSRX US #discoloration #hyperpigmentation #alphaarbutin #skincare #tiktokshopspringglowup     Posted on 02/19/2026 | Prices & promos were accurate at time of posting but may change. This is my personal testimony. Results may vary.,83s,242200,7809,36,4.45,552.69,83
nataliesamoneshares,https://www.tiktok.com/@7038024662610543622,https://www.tiktok.com/@/video/7607104231979420958?_r=1,7607104231979420672,,17s,515100,4444,11,4.5,1661.77,17
ggggie888,https://www.tiktok.com/@7597327880767030327,https://www.tiktok.com/@/video/7610754526395583757?_r=1,7610754526395583488,"Pocket Mini Shaver 🛡️ Waterproof & Fast Shave - Anytime, Anywhere!#shaver",15s,2400000,2867,34,4.63,4005.71,15
anti_job_aholic,https://www.tiktok.com/@7088467232204440622,https://www.tiktok.com/@/video/7617262885198171405?_r=1,7617262885198171136,at what age do kids get body odor ,92s,776200,10800,477,4.44,2869.32,92
kaycstash,https://www.tiktok.com/@7446281618836603950,https://www.tiktok.com/@/video/7614285353490386207?_r=1,7614285353490385920,Medicube Kojic Acid Turmeric Peel Shot #medicube #kojicacid #medicubenewarriavals #turmeric ,58s,943100,9930,30,4.74,11594.89,58
spiceoflifevlogs,https://www.tiktok.com/@7558491546585678903,https://www.tiktok.com/@/video/7608640804944465166?_r=1,7608640804944464896,"Should I drop the videos?? If you want any of my other products I have them linked to other videos, but the eye patches from COSRX are below!  #storytimemakeup #storytime #skincare #skincareroutine #acneproneskin ",333s,818800,32600,308,2.62,6476.28,333
real.natalia,https://www.tiktok.com/@6646943105759608837,https://www.tiktok.com/@/video/7608996544469044511?_r=1,7608996544469044224,"Super affordable, and they have many other options 🩷🐰✨ @@BeetlesGelPolish##3dnails##bunnynails##diynails##diynailsathome##nailinspo",46s,1600000,85800,112,4.46,2540.5,46
skincarepronikki,https://www.tiktok.com/@7215285688273798187,https://www.tiktok.com/@/video/7611949468442742030?_r=1,7611949468442741760,If you are using the Medicube Zero Pore Pads more than two times per week or the Medicube One Day Exosome Shot more than one time per week. You are wrecking your skin.  ##exfoliation##tiktokshopcreatorpicks,70s,8100000,41800,592,4.42,90392.94,70
clarahyee,https://www.tiktok.com/@6789365752672764929,https://www.tiktok.com/@/video/7612798130576198925?_r=1,7612798130576198656,Replying to @UnknownPNW korean 100% organic pad bundles are finally back in stock!! #organicpads #cottonpad #femininehygiene #sanitarypads #microplasticfree ,35s,93500,234,18,4.63,305.42,35
wilindrisvasquez,https://www.tiktok.com/@6805630485290599429,https://www.tiktok.com/@/video/7611554474313747742?_r=1,7611554474313747456,,51s,915700,5279,97,4.44,5189.06,51
loganwalter05,https://www.tiktok.com/@6651341292042649606,https://www.tiktok.com/@/video/7611020027868810526?_r=1,7611020027868810240,I can’t believe this actually works,26s,2300000,20100,201,4.5,30295.91,26
cataleya12675,https://www.tiktok.com/@7510834037038154798,https://www.tiktok.com/@/video/7607618433424870670?_r=1,7607618433424870400,#tiktokshopstockup #tiktokshopstockup #tiktokshopjumpstartsale ,15s,1300000,3589,30,4.6,7327.74,15
e.corinne.beauty,https://www.tiktok.com/@7359690519297623082,https://www.tiktok.com/@/video/7612383418852150558?_r=1,7612383418852150272,Run to get this lip butter while it comes with the cutest freebies ever @beenuvo #lipbutter#freegifts#honeylipbalm#stuffedanimaltiktok  ,34s,756000,8371,65,4.51,2441.39,34
damnitjanett,https://www.tiktok.com/@6989859173165532165,https://www.tiktok.com/@/video/7606100773843275039?_r=1,7606100773843274752,Replying to @celeste andrade the BEST time to stock up!🧸 new flavor + $10 off any 2! @Olehenriksen #olehenriksen #olehenriksensweetmacaron #olehenriksenliptreatment #poutpreserve #tiktokshopcreatorpicks ,33s,941900,4441,27,4.58,3379.08,33
ahlyahpierson415,https://www.tiktok.com/@7005723291471561733,https://www.tiktok.com/@/video/7611220474730777886?_r=1,7611220474730777600,@AILLSA #nailsathome #gelnailsathome #athomemanicure #nailextension #gelnailextension ,35s,1300000,18100,60,4.47,1350.44,35
toyota4runer2,https://www.tiktok.com/@7475957027488072747,https://www.tiktok.com/@/video/7615721322320039198?_r=1,7615721322320038912,#paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii #viral?videotiktok😇😇 #4runer #toyota ,13s,1300000,3440,17,4.39,3054.71,13
aillsanaillab,https://www.tiktok.com/@7534615173249287181,https://www.tiktok.com/@/video/7610793008732163358?_r=1,7610793008732163072,Tell me why this tiny box does more than my entire drawer. 💅👀😆#gelxnails #nailbrush #fypages #nailtutorials #nailhacks ,45s,873900,20600,40,4.59,861.31,45
genarohocampo,https://www.tiktok.com/@6915459095018439685,https://www.tiktok.com/@/video/7607340154193251602?_r=1,7607340154193251328,Chulo el perfume que compras aquí en TikTok Shop! #TikTokShop #GenaroHOcampo #elamorestaenelcarrito #perfume #perfumetiktok ,15s,639400,10800,58,3.84,4823.11,15
tessonnn,https://www.tiktok.com/@7166741481843360811,https://www.tiktok.com/@/video/7616497973937196302?_r=1,7616497973937196032,Love me some brown lashes🤎 #mangalashes #lashclusters #fairylashes #lashes #brownvenus ,20s,6000000,84000,158,4.13,5700.64,20
rensfavs,https://www.tiktok.com/@7536220710928188447,https://www.tiktok.com/@/video/7610551275440082207?_r=1,7610551275440081920,Ladies you gotta start NOW not in June! #tiktokshopcreatorpicks #cyperusrotundusoil #hairremoval #facialhair #summerhacks ,101s,3100000,37300,627,4.11,13855.09,101
stacymariekay,https://www.tiktok.com/@6759342847763432454,https://www.tiktok.com/@/video/7609077550245055758?_r=1,7609077550245055488,"If your teeth never feel fully clean, a 40,000 VPM sonic electric toothbrush with 8 brush heads and wireless charging is the upgrade you’ve been missing. #electrictoothbrush #oralcareupgrade #tiktokshopstockup #TikTokShopCreatorPicks #sonictoothbrush @AquaSonic ",30s,9900000,72500,407,4.84,32923.56,30
jullekaren,https://www.tiktok.com/@6805026065258497030,https://www.tiktok.com/@/video/7608349829340646669?_r=1,7608349829340646400,Marshmallow in its truest form🤤✨ #fyp #marshmellow #perfumetiktok #scentoftheday #girlythings ,68s,456200,6410,140,4.83,2960.03,68
beautypickshub,https://www.tiktok.com/@7470313692748809247,https://www.tiktok.com/@/video/7611526941878783263?_r=1,7611526941878782976,Wonderful deal #tiktokholidayhaul #tiktokshopcreatorpicks,13s,853500,2692,96,4.41,3040.55,13
thedaquanawhite,https://www.tiktok.com/@6807895892453278725,https://www.tiktok.com/@/video/7610277687197699358?_r=1,7610277687197699072,Trying the @Tress Wellness Hard Wax Roller Kit 💜 #tresswellness #pcos #hardwaxroller #hirsutism #hirsutismwax ,118s,102600,3405,31,4.71,975.95,118
neleuyxxtqe,https://www.tiktok.com/@7470044497375691822,https://www.tiktok.com/@/video/7605892226698235166?_r=1,7605892226698234880,If you want crispy lines you need zero gapped trimmer.Thekemei comes ready to use the box#kemei#barber #trimmer #tiktokshop#shaving,24s,59100,182,2,4.51,300.75,24
jerlenimarte,https://www.tiktok.com/@133146728664301568,https://www.tiktok.com/@/video/7614587161727274253?_r=1,7614587161727273984,Replying to @✨ #tiktokshopcreatorpicks #lashserum #lashserumresults ,32s,835100,8522,51,4.79,3617.61,32
carewithmi,https://www.tiktok.com/@7147391511473636398,https://www.tiktok.com/@/video/7613461511440256287?_r=1,7613461511440256000,viral Korean cream actually worth the hype! 10/10 for oily skin #dralthea #dralthea345cream #clearskin #acne #koreanskincare ,9s,837200,10200,53,5.18,1053.6,9
brendaglams,https://www.tiktok.com/@7266437097870984238,https://www.tiktok.com/@/video/7607650998949137695?_r=1,7607650998949137408,Dr melaxin turmeric kojic acid toner pads #tonerpads #turmericsoap #drmelaxin,15s,1400000,3916,26,4.55,3403.84,15
jayleneelh,https://www.tiktok.com/@6991332003703374853,https://www.tiktok.com/@/video/7605347636119407903?_r=1,7605347636119407616,#makeup #makeuptutorial #grwm #grwmmakeup #foryoupage ,39s,1100000,26400,55,4.38,12493.52,39
ttshopfrozone,https://www.tiktok.com/@7458127191790371883,https://www.tiktok.com/@/video/7605727715450293517?_r=1,7605727715450293248,Best advice i’ve ever gotten 🙏 #plaqueboymax #hairline #hairloss #hairgrowthtips ,56s,407000,5616,11,4.47,2901.11,56
elder.jack,https://www.tiktok.com/@6911736790072312838,https://www.tiktok.com/@/video/7609157927869484319?_r=1,7609157927869484032,,49s,4900000,19000,506,4.11,23030.57,49
ttshoplux,https://www.tiktok.com/@6856399303578272774,https://www.tiktok.com/@/video/7611446313288240398?_r=1,7611446313288240128,Washcloths and loofahs don’t hit the same when after getting one of these 🤏🏾😍#africannetsponges #bath  #netsponges #tiktokspringglowup #tiktokshopstockup ,59s,6800000,101400,1000,5.12,7198.2,59
the_geriatricmillennial,https://www.tiktok.com/@6975585206238741509,https://www.tiktok.com/@/video/7615318655991123213?_r=1,7615318655991122944,summers coming so let’s get those curls poppin @Color Wow Hair #irishcurls #wavyhair #curlyhair #airdriedhair #tiktokshopspringglowup ,22s,3900000,10700,135,4.65,37103.2,22
calllmeebriii,https://www.tiktok.com/@7364930848234030122,https://www.tiktok.com/@/video/7608212298204744973?_r=1,7608212298204744704,,42s,4500000,48100,261,4.8,21501.0,42
stephenmousesnap,https://www.tiktok.com/@6911370315839489029,https://www.tiktok.com/@/video/7616764233396620574?_r=1,7616764233396620288,Replying to @Jada ,52s,12400000,96000,574,4.62,36466.48,52
averdane,https://www.tiktok.com/@7436829235514115118,https://www.tiktok.com/@/video/7611448386738294046?_r=1,7611448386738293760,Ascend your skin🙏🏻,26s,6000000,84100,169,4.77,8531.34,26
ben.buys,https://www.tiktok.com/@7433498877246915627,https://www.tiktok.com/@/video/7607993297906273549?_r=1,7607993297906273280,This is so clutch for toothache relief #toothache #oralspray ,28s,53000,171,8,3.38,501.24,28
cierrakaylese,https://www.tiktok.com/@6826509122063909893,https://www.tiktok.com/@/video/7608094124654316831?_r=1,7608094124654316544,NON TOXIC & WORKS ON SENSITIVE TEETH! SIGN ME UP 😩😩😩,25s,456300,3574,12,4.1,1614.79,25
tiffani.leah,https://www.tiktok.com/@6948163484966503429,https://www.tiktok.com/@/video/7612515609917558029?_r=1,7612515609917557760,#menswash #codebro #tiktokshopstarterpicks #tiktokshopstockup ,16s,906900,3690,26,5.02,1897.38,16
jerehmyyy2,https://www.tiktok.com/@7370219422776771627,https://www.tiktok.com/@/video/7614086994745969933?_r=1,7614086994745969664,It’s just normal hygiene #electrictrimmer #bodytrimmer #hygiene #bodyhair ,39s,1300000,9964,136,4.68,2141.88,39
rawsales,https://www.tiktok.com/@7361115145962619950,https://www.tiktok.com/@/video/7609226099532336414?_r=1,7609226099532336128,@Dr. Squatch #deodorant #mensgrooming #mensgifts ,37s,352500,995,14,4.1,531.22,37
skincarepronikki,https://www.tiktok.com/@7215285688273798187,https://www.tiktok.com/@/video/7609869239595306253?_r=1,7609869239595305984,"I just collaborated with Medicube to create a bundle that I absolutely love for my aging girls! As an aesthetician, my biggest insecurities are my wrinkles, sun damage and dehydrated skin. I think I knocked it out of the park with this bundle. ##antiagingskincare##tiktokshopstockup##tiktokshopcreatorpicks##estheticiannikki",92s,723400,3706,175,4.74,17002.55,92
itslunak,https://www.tiktok.com/@6786897193422750726,https://www.tiktok.com/@/video/7605688704400690446?_r=1,7605688704400690176,These Lip Mattes are EVERYTHING! 😍 @Timephoria US Store #mattelip #transferproof #lipcolor #makeup ,59s,598200,3314,57,4.27,1765.82,59
kitsch,https://www.tiktok.com/@6700299932774171653,https://www.tiktok.com/@/video/7615732294497602846?_r=1,7615732294497602560,Overnight hair blowout routine featuring our velvet flexi rods and oversized bonnet 🎀 #hairtok #hairblowout #heatlesscurlsovernight #foryoupage #hairstyle @Tommie Carter ,22s,744700,2027,16,4.27,1236.09,22
shoothebreeze,https://www.tiktok.com/@6902430689032061957,https://www.tiktok.com/@/video/7608992415231282463?_r=1,7608992415231282176,"Cellulite can never go away completely, but we can help approve the appearance of it.Great combo for your legs#Lympathicmassage#Lympathicdrainage#Legs#Summerlegs#Detox",49s,786800,8821,144,4.62,7345.56,49
paigemarshall_,https://www.tiktok.com/@19738058,https://www.tiktok.com/@/video/7608209684985613581?_r=1,7608209684985613312,like come onnnnn @medicube global #medicubepartner #medicubeskincare #medicubecollagen #tiktokshopstockup ,11s,969800,27100,44,4.43,4317.24,11
nailsdesignbynory,https://www.tiktok.com/@6994139625963389958,https://www.tiktok.com/@/video/7612491520071011598?_r=1,7612491520071011328,Respuesta a @ℛᎾXᎽ( ˘ ³˘)♥ #glue #gel #manicurista @TRICOLOR FISH ,20s,721500,5508,88,4.54,2683.81,20
muuhhleeuuhh,https://www.tiktok.com/@6996077130552968198,https://www.tiktok.com/@/video/7610238078564781342?_r=1,7610238078564781056,@keyyoulash_tiktokshop #lashes #fairylashes #clusters,38s,623000,22200,158,4.44,809.91,38
giniglow,https://www.tiktok.com/@3943292,https://www.tiktok.com/@/video/7616387822798376205?_r=1,7616387822798375936,☀️Dr.Melaxin got us covered! Perfect timing for spring and summer. 🍊☀️#drmelaxin #darkunderarms  #tiktokshopstockup  #tiktokshopspringglowup #tiktokshopcreatorpicks  Posted on 03/12/2026 | Prices & promos were accurate at time of posting but may change. This is my personal testimony. Results may vary. ,56s,7200000,37100,113,4.05,23698.14,56
mskayladrew,https://www.tiktok.com/@65972351862882304,https://www.tiktok.com/@/video/7613840853383073055?_r=1,7613840853383072768,Thank you for my new smile @Lumineux #whiteteeth #nasa #lumineux #smile ,47s,730800,3336,200,4.6,2327.22,47
madsion__,https://www.tiktok.com/@7372596342228157486,https://www.tiktok.com/@/video/7612193896495402254?_r=1,7612193896495401984,"BRAND NEW Medicube spa set with 3 new devices for firming, snatching, lifting, and giving a glow like never before @medicube US Store #medicube #medicubecleansingdevice #medicubevroller #medicubedevice #skincaredevice ",55s,862800,4191,86,4.97,13781.68,55
noe26384992,https://www.tiktok.com/@7279516950350660651,https://www.tiktok.com/@/video/7613965507707931935?_r=1,7613965507707931648,#fyp #lashes #keyyoulashes @keyyou shop @KEYYOU SHOP ,21s,300700,6876,53,4.25,913.45,21
karenellieth13,https://www.tiktok.com/@7299475409631609902,https://www.tiktok.com/@/video/7609329637650484510?_r=1,7609329637650484224,Respuesta a @Argenida Corena FORGE SKIN Wrinkle Defense & N#FORGE SKIN Wrinkle Defense & N#arrugas #arrugasfaciales #lineasdeexpresion #tallowskincare ,35s,4600000,14200,503,4.93,8194.6,35
yourchismetok,https://www.tiktok.com/@7447166483995821099,https://www.tiktok.com/@/video/7605076161877593374?_r=1,7605076161877593088,TJ creeping in the back 😭 - - #fypシ゚viral #LoveIsland #iriskendall #tiktokshop #chismetok,43s,293100,5555,5,4.64,755.15,43
kendrabrowning1,https://www.tiktok.com/@6997931477694809094,https://www.tiktok.com/@/video/7615504780860984589?_r=1,7615504780860984320,Replying to @Vicky #medicube #kojicacid #medicubeskincare #beautyhacks #medicubetonerpad @medicube global ,9s,2600000,17000,101,4.41,18161.12,9
treasurelaurent,https://www.tiktok.com/@7076671083417502766,https://www.tiktok.com/@/video/7611613002772598029?_r=1,7611613002772597760,Summer body prep in full effect ☀️🫧✨ @P.CALM GLOBAL AD💚 #bubblemask #pcalm #turmeric #bubblemasktrend #bodypigmentationtreatment ,40s,252100,5458,30,4.26,1309.06,40
tessonnn,https://www.tiktok.com/@7166741481843360811,https://www.tiktok.com/@/video/7615828019722210574?_r=1,7615828019722210304,Double D curl lashes>> #lashclusters #natural #lashes #maxcomfi #clusterlashes ,8s,191300,1898,17,4.27,558.54,8
kelani2bad,https://www.tiktok.com/@7060007800831673350,https://www.tiktok.com/@/video/7610539494651088141?_r=1,7610539494651087872,HIGHLY REQUESTED LASH TUTORIAL😍I @MilyBest Beauty #lashes #lashkit #tiktokshop #lashextensions #lashclusters #diylashes #tutorial ,53s,1300000,37600,55,5.16,971.1,53
therealrochellemarie,https://www.tiktok.com/@7145218414561952810,https://www.tiktok.com/@/video/7615356988796505375?_r=1,7615356988796505088,#pdrn #darkcirclesundereyes #puffyeyes #tiktokshopglowup @medicube global ,73s,1100000,8276,323,4.29,23481.29,73
andreawilliamsonhood,https://www.tiktok.com/@7232248548482008110,https://www.tiktok.com/@/video/7609002155160194318?_r=1,7609002155160194048,Replying to @Lori this is the one you want! It does have color. #drmelaxin #eyecream #koreanskincare #darkcirclesundereyes #undereyecircles,47s,552200,1370,111,5.46,4110.81,47
sophieabrams,https://www.tiktok.com/@7466778933980791839,https://www.tiktok.com/@/video/7611003704048635150?_r=1,7611003704048634880,I love peach slices 😩🙏 #peachslices #tiktokshopcreatorpicks #tiktokshopstockup #ingrownhair #koreanskincare ,41s,827700,3016,18,4.76,2087.78,41
ttshopfrozone,https://www.tiktok.com/@7458127191790371883,https://www.tiktok.com/@/video/7605356424511769870?_r=1,7605356424511769600,#teethwhitening #teethcare #oralhygiene #glowuptips #oralcare ,52s,12100000,433100,399,4.81,14584.04,52
zoomrestoration,https://www.tiktok.com/@7314541359233762346,https://www.tiktok.com/@/video/7611401142819392798?_r=1,7611401142819392512,"Incredible deal, ends today #tiktokshopcreatorpicks ",12s,191300,359,37,4.29,3543.69,12
helensfinds,https://www.tiktok.com/@7178732244384678958,https://www.tiktok.com/@/video/7609114661107076383?_r=1,7609114661107076096,Loveeee how I feel using this set!! #tiktokshopstockup #koreanskincareproducts ,75s,2500000,9780,83,3.97,28892.02,75
rare_deals,https://www.tiktok.com/@7300452241835410474,https://www.tiktok.com/@/video/7616175358290791693?_r=1,7616175358290791424,that’s why i bring it everywhere w me 😮‍💨 👌🏼#yczcologne #colognetiktok #tiktokmademebuyit #phermones #menscologne ,47s,11600000,208300,1764,4.47,15464.81,47
naturalmentemipiel,https://www.tiktok.com/@7450072126257579054,https://www.tiktok.com/@/video/7608023078127308063?_r=1,7608023078127307776,Como me hubiese gustado que me dijeran esto antes 😫😭 #pestañas #eyelashes #eyelashserum #eyelashgrowth #tiktokshopcreatorpicks  Disclaimer: Los resultados pueden variar. Consulta con tu médico. Esto no es consejo médico. La oferta puede terminar en cualquier momento y los precios cambiar. Serum para pestañas y cejas con péptidos e ingredientes naturales. Estimular el crecimiento de las pestañas. Hairgrowth ,64s,382100,4126,48,4.84,1460.49,64
erikakrystelle,https://www.tiktok.com/@6762975697880368133,https://www.tiktok.com/@/video/7611226022842879262?_r=1,7611226022842878976,"Seeing your teen struggle with breakouts is tough, but ""waiting it out"" shouldn't be the plan. Early, gentle care is the secret to clearing active acne & preventing the permanent scars that can impact their confidence for years. Results can vary but if you’re doubtful I’d take a look at the reviews 👀 @DR LEO OFFICIAL STORE PH ",40s,747500,5420,33,5.06,1194.95,40
kimberly78raern,https://www.tiktok.com/@6939332609933018118,https://www.tiktok.com/@/video/7612700197000465695?_r=1,7612700197000465408,Best eye serum bundle #medicube ,85s,560700,2375,102,4.41,10218.31,85
stephanie.p.f,https://www.tiktok.com/@7100284980804830254,https://www.tiktok.com/@/video/7609878311317064991?_r=1,7609878311317064704,EBIN #adhesive #spray #melt #spray #bundle ,48s,724800,3679,139,4.39,2288.74,48
ttshoplux,https://www.tiktok.com/@6856399303578272774,https://www.tiktok.com/@/video/7611117491007261965?_r=1,7611117491007261696,"My washcloth could NEVER do this, I’m ordering more color ASAP…😳 #africannetsponges #bath  #netsponges  #tiktokspringglowup #tiktokshopstockup  ",52s,260200,1812,37,4.9,276.04,52
silvanitavacan,https://www.tiktok.com/@6766425526556279813,https://www.tiktok.com/@/video/7607887440640085279?_r=1,7607887440640084992,Respuesta a @Lupita león flores 💇💅 saca tus cejas sin dolor✨ #depiladoreletrico #depiladorafacial #depilador2en1 #depiladoreletrico ,50s,808800,1418,29,4.4,1239.6,50
quinclips1,https://www.tiktok.com/@7237879748922229806,https://www.tiktok.com/@/video/7609465291361226014?_r=1,7609465291361225728,#menshygiene #tiktokmademebuyit #tiktokshopjumpstartsale #codebro #menshealth ,57s,592000,2412,32,4.1,1589.53,57
hiitstakira,https://www.tiktok.com/@7339305085517939754,https://www.tiktok.com/@/video/7613034872801742110?_r=1,7613034872801741824,The Japanese snatch patch is legit 🤯👀,54s,924300,6831,103,4.42,5270.45,54
kvrxxxn,https://www.tiktok.com/@3827526,https://www.tiktok.com/@/video/7605092243615108366?_r=1,7605092243615108096,#foryou #parati ,11s,2900000,52700,19,4.28,4613.86,11
orangeshoppin,https://www.tiktok.com/@6852411315647185925,https://www.tiktok.com/@/video/7612902922535357709?_r=1,7612902922535357440,Love these so much wow,15s,760700,1156,11,4.36,4777.43,15
arsy_vartanian,https://www.tiktok.com/@6936359055666381830,https://www.tiktok.com/@/video/7613601399695297822?_r=1,7613601399695297536,"A simple hack that makes Volufiline lip serum so much easier to apply and gives a smoother, more even layer for the look of fuller lips. Swapping the dropper for a roller top makes precise, mess-free application way better. #volufiline #lipplumper #plumplips #kbeauty #tiktokshopcreatorpicks ",56s,595200,13200,248,4.61,3271.54,56
awebbb1,https://www.tiktok.com/@6799842322432476166,https://www.tiktok.com/@/video/7605027975267994911?_r=1,7605027975267994624,#awebbb #lashextensions #lashclusters #diylashes ,9s,1700000,17000,48,4.25,1241.68,9
nphiynhi,https://www.tiktok.com/@6642365632397262853,https://www.tiktok.com/@/video/7606073536255446286?_r=1,7606073536255446016,It's like skincare for your scalp ✨ @Dr. Groot Hair @LGbeauty US #drgroothairthickeningserum #hairserum #hairgrowthtips #hairthinning  #tiktokshopcreatorpicks ,37s,707100,1672,30,4.71,7137.09,37
deannamarie24,https://www.tiktok.com/@7468003291571373102,https://www.tiktok.com/@/video/7605369342766730526?_r=1,7605369342766730240,"💆‍♀️ Releases jaw & facial tension 🧘‍♀️ Calms the nervous system 😌 Promotes a relaxed, rested appearance ✨ Reduces facial puffiness 🪄 Helps define chin & jawline 🩸 Improves circulation for a healthier glow 🌿 Supports lymphatic drainage 💧 Enhances skincare absorption 🌸 Gentle for mature & sensitive skin ⏱️ Easy daily maintenance (1–3 minutes #tiktokshopcreatorpicks",33s,4000000,16600,316,4.39,6272.41,33
kimariiik3,https://www.tiktok.com/@6777209182052598789,https://www.tiktok.com/@/video/7606778559230774559?_r=1,7606778559230774272,PURPLE WHITENING STRIPS😳😳😳 #fyp #tiktokshopaffiliate #purplewhiteningstrips ,50s,700600,7935,50,4.51,896.76,50
bhold_shopz,https://www.tiktok.com/@7498306077881484319,https://www.tiktok.com/@/video/7612503455474666765?_r=1,7612503455474666496,YCZ Midnight Marine is a cologne MUST HAVE! The perfect spring/summer scent  #ycz #yczcologne #cologne #menfragrances #colognetiktok ,60s,894000,17300,162,5.24,1434.95,60
notflnn,https://www.tiktok.com/@6871331644235695109,https://www.tiktok.com/@/video/7610111099630816542?_r=1,7610111099630816256,This firms up your eyebags making them look flat #eyebags #skincare #firmingeyecream ,9s,872300,1495,23,4.71,1243.94,9
janiemarie.98,https://www.tiktok.com/@6826180400617866245,https://www.tiktok.com/@/video/7605403201457753375?_r=1,7605403201457753088,No filter. No mascara. Just lashes.  #TikTokShop #LashTok #Lashes #BeautyFinds #TikTokMadeMeBuyIt ,10s,3400000,42500,144,4.74,10305.08,10
kings.deals,https://www.tiktok.com/@7392823116232279082,https://www.tiktok.com/@/video/7608731292510866718?_r=1,7608731292510866432,I bought him more yall #mensfragrance #menscologne #cologne ,55s,600000,7104,37,4.72,4388.44,55
kitsch,https://www.tiktok.com/@6700299932774171653,https://www.tiktok.com/@/video/7611724859877395743?_r=1,7611724859877395456,Our pink winter beauty essentials= glazey beanie + tula rose hair perfume 🎀 #pink #winterfashion #hairperfume #perfumetiktok #foryoupage @annabellerenee ,17s,768200,4248,52,4.68,1162.66,17
shaneicyy,https://www.tiktok.com/@7307120449236878378,https://www.tiktok.com/@/video/7615494307654421790?_r=1,7615494307654421504,My feet smells way better #tiktokshopcreatorpicks #footodor #footsanitizerspray #odorelimination ,34s,461800,786,6,4.88,677.85,34
terrykaye,https://www.tiktok.com/@6793740086325314566,https://www.tiktok.com/@/video/7609438520784014622?_r=1,7609438520784014336,Love this for us! 💯👌🏾,34s,658500,5989,160,4.33,7321.74,34
herbestdeals,https://www.tiktok.com/@7369769944671831082,https://www.tiktok.com/@/video/7608378732121738527?_r=1,7608378732121738240,Don’t get scammed! #lakalipmask  #laka #liptreatment  #tiktokshopstockup #scam ,18s,283300,2154,13,4.57,359.06,18
jessbryant06,https://www.tiktok.com/@6726620851888784390,https://www.tiktok.com/@/video/7606003734241365261?_r=1,7606003734241364992,"This compact facial waxing kit makes brow clean-ups and quick touch-ups way too easy. No appointments. No waiting. No overpaying. Just smooth, precise results at home with hard wax beads and after-care wipes included. It heats fast, works on small facial areas, and fits in your travel bag for last-minute glow ups. #wax #facewax #beautyhacks #tiktokshop #dealsforyoudays ",35s,468400,1179,51,4.1,827.08,35
honeymistyxx,https://www.tiktok.com/@7389443220550222891,https://www.tiktok.com/@/video/7610337159643499807?_r=1,7610337159643499520,24-hour waterproof and sweatproof eyeliner🤩👇🏻👇🏻👇🏻🌟#eyeliner #makeup #waterproofeyeliner #beauty #tiktokshop ,27s,604900,2346,22,4.14,953.19,27
alli.rezny,https://www.tiktok.com/@6726742648005084165,https://www.tiktok.com/@/video/7608393093313744158?_r=1,7608393093313743872,My favorite mascara is on an insane bundle deal! 🫢 #tartecosmetics #tartetubingmascara ,23s,872200,4110,16,2.4,9511.78,23
ekemxsam,https://www.tiktok.com/@6957774120340734982,https://www.tiktok.com/@/video/7607894315188178189?_r=1,7607894315188177920,Replying to @Jarednyc I got you right here brudda! They sell individuals as well. This the sweet luxury one @Eternal Perfume Oils #perfumeoil #perfumeoils #fragrancetiktok ,44s,6300000,82800,233,4.98,7699.99,44
fhiheat,https://www.tiktok.com/@6857567711506056198,https://www.tiktok.com/@/video/7605749020564163854?_r=1,7605749020564163584,"UNbrush® Curl = results 😉 Meet our NEW UNbrush Curl, made to detangle, define, and style wavy, curly, and coily hair all day long. Find it on TikTok Shop 💖",12s,1600000,4142,58,4.72,3280.29,12
